Identificador de URL,Nombre,Categorías,Nombre de propiedad 1,Valor de propiedad 1,Nombre de propiedad 2,Valor de propiedad 2,Nombre de propiedad 3,Valor de propiedad 3,Precio,Precio promocional,Peso (kg),Alto (cm),Ancho (cm),Profundidad (cm),Stock,SKU,Código de barras,Mostrar en tienda,Envío sin cargo,Descripción,Tags,Título para SEO,Descripción para SEO,Marca,Producto Físico,MPN (Número de pieza del fabricante),Sexo,Rango de edad,Costo
remeron-serpentina-azul-oscuro-art7489,Remeron serpentina azul oscuro ART7489,Remeras y Musculosas,,,,,,,"30,000.00",,0.25,1,1,1,0,123456774892,,NO,NO,,,Remeron Serpentina Azul Oscuro - MAXY en Modal,"Descubre el remerón serpentina azul oscuro, suave y cómodo. Ideal para talles 10 a 14. ¡Aprovecha el stock limitado y luce un look moderno!",,SI,,,,
remeron-negro-serpentina-art7488,Remeron negro serpentina ART7488,Remeras y Musculosas,,,,,,,"30,000.00",,0.25,1,1,1,0,123456774882,,NO,NO,,,Remeron Negro Serpentina ART7488 - Moda Cómoda y Versátil,"Descubre el Remeron Negro Serpentina ART7488, confeccionado en modal de calidad. Ideal para un look moderno y cómodo. ¡Aprovecha el stock limitado!",,SI,,,,
remeron-escote-v-pintado-art7487,Remeron escote V pintado ART7487,Remeras y Musculosas,,,,,,,"26,000.00",,0.25,1,1,1,0,123456774872,,NO,NO,,,Remeron Escote V Pintado ART7487 - Comodidad y Estilo,"Descubre el Remeron Escote V ART7487, en modal suave y amplio. Ideal para combinar. ¡Stock limitado, ordena el tuyo y renueva tu look!",,SI,,,,
vestido-artesanal-rosa-china-molderia-grande-talle-14-16-art7486,Vestido artesanal Rosa China Molderia grande Talle 14-16 ART7486,Vestidos y Monitos,,,,,,,"70,000.00",,0.25,1,1,1,0,123456774862,,NO,NO,,,,,,SI,,,,
tunica-poncho-en-fibrana-art7485,Tunica poncho en fibrana ART7485,Blusas y Tunicas,,,,,,,"25,500.00",,0.25,1,1,1,0,,,NO,NO,,,,,,SI,,,,
musculosa-estampada-art7485,Musculosa estampada ART7485,Remeras y Musculosas,,,,,,,0,,0.25,1,1,1,0,123456774852,,NO,NO,,,,,,SI,,,,
musculosa-combinada-verde-estampada-art7484,Musculosa combinada verde / estampada ART7484,Remeras y Musculosas,,,,,,,"30,000.00",,0.25,1,1,1,0,123456774842,,NO,NO,,,,,,SI,,,,
musculosa-cebra-tirita-en-la-espalda-art7483,Musculosa cebra tirita en la espalda ART7483,Remeras y Musculosas,,,,,,,"30,000.00",,0.25,1,1,1,0,123456774832,,NO,NO,,,,,,SI,,,,
musculosa-negra-cebra-de-diseno-art7482,Musculosa negra / cebra (de Diseño) ART7482,Remeras y Musculosas,,,,,,,"30,000.00",,0.25,1,1,1,1,123456774822,,NO,NO,,,,,,SI,,,,
musculosa-cebra-total-de-diseno-art7481,Musculosa cebra total (de Diseño) ART7481,Remeras y Musculosas,,,,,,,0,,0.25,1,1,1,0,123456774812,,NO,NO,,,,,,SI,,,,
musculosa-con-recorte-de-diseno-art7480,Musculosa con recorte (de Diseño) ART7480,Remeras y Musculosas,,,,,,,"30,000.00",,0.25,1,1,1,0,123456774802,,NO,NO,,,,,,SI,,,,
remeron-hombro-descubierto-art7479,Remeron hombro descubierto ART7479,,,,,,,,"28,000.00",,0.25,1,1,1,0,123456774792,,SI,NO,,,,,,SI,,,,
pantalon-simil-jean-negro-art7478,Pantalon simil jean negro ART7478,Pantalones y Calzas,Talle,10,,,,,"38,000.00",,0.25,1,1,1,0,123456774782,,NO,NO,,,,,,SI,,,,
pantalon-simil-jean-negro-art7478,,,Talle,12,,,,,"38,000.00",,0.25,1,1,1,0,123456774783,,,,,,,,,,,,,
pantalon-simil-jean-negro-art7478,,,Talle,14,,,,,"38,000.00",,0.25,1,1,1,0,123456774784,,,,,,,,,,,,,
vestido-artesanal-molderia-grande-talle-14-16-art7477,Vestido artesanal Molderia grande Talle 14-16 ART7477,Vestidos y Monitos,,,,,,,"70,000.00",,0.25,1,1,1,0,123456774772,,NO,NO,,,,,,SI,,,,
vestido-artesanal-bordado-molderia-grande-talle-14-16-art7476,Vestido artesanal bordado Molderia grande Talle 14-16 ART7476,Vestidos y Monitos,,,,,,,"70,000.00",,0.25,1,1,1,0,123456774762,,NO,NO,,,,,,SI,,,,
cartera-bag-negra-con-piedra-art-7475,Cartera Bag negra con piedra. Art 7475,Accesorios,,,,,,,"38,000.00",,0.25,1,1,1,1,,,SI,NO,,,,,,SI,,,,
musculosa-seda-fria-art474,musculosa seda fria ART474,Remeras y Musculosas,Talle,10,,,,,"18,000.00",,0.25,1,1,1,0,,,NO,NO,,,Musculosa Seda Fría Talles Grandes Corte Clásico Art7474,"Descubre la elegancia de la Musculosa Seda Fría Art7474, disponible en talles reales y especiales. Con corte clásico y escote en V, ¡compra ahora y renueva tu estilo!",,SI,,,,
musculosa-seda-fria-art474,,,Talle,12,,,,,"18,000.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
remera-morley-corazon-azul-art-7473,Remera morley corazon azul Art.7473,Remeras y Musculosas,Talle,14,,,,,"28,000.00",,0.25,1,1,1,0,,,NO,NO,,,Remera Morley Corazón Azul - Talles Especiales y Estilo,"Conoce la Remera Morley Corazón Azul, disponible en talles reales y especiales. Confeccionada en modal suave, perfecta para cualquier ocasión. ¡Compra ya!",,SI,,,,
remera-morley-corazon-azul-art-7473,,,Talle,12,,,,,"28,000.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
bermuda-morley-negra-art472,Bermuda Morley negra ART472,Pantalones y Calzas,Talle,14,,,,,"19,500.00",,0.25,1,1,1,0,,,SI,NO,,,,,,SI,,,,
bermuda-morley-negra-art472,,,Talle,12,,,,,"19,500.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
bermuda-morley-negra-art472,,,Talle,10,,,,,"19,500.00",,0.25,1,1,1,1,,,,,,,,,,,,,,
bermuda-morley-negra-art472,,,Talle,8,,,,,"19,500.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
vestido-artesanal-lineas-multicolor-art7471,Vestido artesanal lineas multicolor Art7471,Vestidos y Monitos,,,,,,,"60,000.00",,0.25,1,1,1,0,,,NO,NO,,,,,,SI,,,,
vestido-artesanal-rosa-china-art7470,Vestido artesanal rosa china ART7470,Vestidos y Monitos,,,,,,,"60,000.00",,0.25,1,1,1,0,,,NO,NO,,,,,,SI,,,,
vestido-artesanal-flores-naranjas-art7469,Vestido artesanal flores naranjas Art7469,Vestidos y Monitos,,,,,,,"60,000.00",,0.25,1,1,1,0,,,NO,NO,,,,,,SI,,,,
vestido-artesanal-colibri-art7468,Vestido artesanal colibri Art7468,Vestidos y Monitos,,,,,,,"60,000.00",,0.25,1,1,1,0,,,NO,NO,,,,,,SI,,,,
vestido-artesanal-sobrio-art7467,Vestido artesanal sobrio Art7467,Vestidos y Monitos,,,,,,,"60,000.00",,0.25,1,1,1,0,,,NO,NO,,,,,,SI,,,,
remera-evace-hombro-descubierto-con-perlas-art7466,Remera evace hombro descubierto con perlas Art7466,Remeras y Musculosas,,,,,,,"28,000.00",,0.25,1,1,1,0,123456774662,,NO,NO,,,,,,SI,,,,
blusa-lurex-rayas-negro-art7465,blusa lurex rayas negro ART7465,Blusas y Tunicas,,,,,,,"30,000.00",,0.25,1,1,1,0,123456774652,,NO,NO,,,Blusa Lurex Rayas Negro ART7465 - Talles Grandes Disponibles,"Explora la Blusa Lurex Rayas Negro ART7465, un remerón elegante en talles reales y especiales. ¡Compra ahora y luce espectacular con comodidad!",,SI,,,,
blusa-lurex-rayas-azul-art7464,Blusa lurex rayas azul Art7464,Blusas y Tunicas,,,,,,,"30,000.00",,0.25,1,1,1,1,123456774642,,SI,NO,,,Blusa Lurex Rayas Azul Art7464 - Talles Especiales Incluidos,"Descubre la Blusa Lurex Rayas Azul Art7464, disponible en talles reales y especiales. ¡Haz tu pedido ahora y luce chic y cómoda en cualquier ocasión!",,SI,,,,
blusa-lurex-animal-blanca-art7463,Blusa lurex animal blanca Art7463,Blusas y Tunicas,,,,,,,"30,000.00",,0.25,1,1,1,0,123456774632,,NO,NO,,,Blusa Lurex Animal Blanca Art7463 - Talles Especiales y Chic,"Descubre la Blusa Lurex Animal Blanca Art7463, ideal para talles reales y especiales. Comodidad y estilo para cada ocasión. ¡Compra ahora y brilla!",,SI,,,,
blusa-poncho-luna-blanca-art7462,Blusa poncho luna blanca Art7462,Blusas y Tunicas,,,,,,,"30,000.00",,0.25,1,1,1,0,123456774622,,NO,NO,,,Blusa Poncho Luna Blanca Art7462 - Talles Reales y Estilo,"Explora la blusa poncho luna blanca Art7462 en talles reales. Con tela modal y detalles en strass, ¡haz tu pedido y renueva tu guardarropa con estilo!",,SI,,,,
blusa-poncho-luna-negra-art7461,Blusa poncho luna negra ART7461,Blusas y Tunicas,,,,,,,"30,000.00",,0.25,1,1,1,1,123456774612,,SI,NO,,,Blusa Poncho Luna Negra - Talles Especiales y Elegancia,"Descubre la Blusa Poncho Luna Negra en talles reales. Suave y ligera, ideal para cualquier ocasión. ¡Haz tu pedido y destaca con estilo y confort!",,SI,,,,
blusa-fibrana-corte-princesa-celeste-art7460,Blusa fibrana corte princesa celeste ART7460,Blusas y Tunicas,Talle,8,,,,,"25,500.00",,0.25,1,1,1,0,,,NO,NO,,,Blusa Fibrana Corte Princesa Celeste Talles Especiales ART7460,"Explora la Blusa Fibrana Corte Princesa Celeste, diseñada en talles reales y especiales. Elegante y cómoda, perfecta para cualquier ocasión. ¡Compra ya!",,SI,,,,
blusa-fibrana-corte-princesa-celeste-art7460,,,Talle,10,,,,,"25,500.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
blusa-fibrana-corte-princesa-celeste-art7460,,,Talle,12,,,,,"25,500.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
blusa-fibrana-corte-princesa-blanca-y-negra-art7459,Blusa fibrana corte princesa blanca y negra ART7459,Remeras y Musculosas,Talle,8,,,,,0,,0.25,1,1,1,1,,,NO,NO,,,,,,SI,,,,
blusa-fibrana-corte-princesa-blanca-y-negra-art7459,,,Talle,10,,,,,0,,0.25,1,1,1,1,,,,,,,,,,,,,,
blusa-fibrana-corte-princesa-blanca-y-negra-art7459,,,Talle,12,,,,,0,,0.25,1,1,1,1,,,,,,,,,,,,,,
blusa-fibrana-corte-princesa-verde-art7458,Blusa fibrana corte princesa verde ART7458,Blusas y Tunicas,Talle,8,,,,,"25,500.00",,0.25,1,1,1,0,,,NO,NO,,,,,,SI,,,,
blusa-fibrana-corte-princesa-verde-art7458,,,Talle,10,,,,,"25,500.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
blusa-fibrana-corte-princesa-verde-art7458,,,Talle,12,,,,,"25,500.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
blusa-fibrana-corte-princesa-violeta-art7457,Blusa fibrana corte princesa violeta ART7457,Remeras y Musculosas,Talle,8,,,,,"25,500.00",,0.25,1,1,1,0,123456774572,,NO,NO,,,Blusa Fibrana Corte Princesa Violeta Talles Grandes ART7457,"Blusa Fibrana Corte Princesa ART7457, disponible en talles reales y especiales. Sofisticada y cómoda para cualquier ocasión. ¡Compra y luce espectacular!",,SI,,,,
blusa-fibrana-corte-princesa-violeta-art7457,,,Talle,10,,,,,"25,500.00",,0.25,1,1,1,0,123456774573,,,,,,,,,,,,,
blusa-fibrana-corte-princesa-violeta-art7457,,,Talle,12,,,,,"25,500.00",,0.25,1,1,1,0,123456774574,,,,,,,,,,,,,
musculosa-fibrana-tipo-animal-print-art7456,Musculosa fibrana tipo animal print ART7456,Remeras y Musculosas,Talle,10,,,,,"19,500.00",,0.25,1,1,1,0,123456774562,,NO,NO,,,Musculosa Fibrana Animal Print ART7456 - Talles Especiales,"Descubre la Musculosa Fibrana ART7456, fresca y elegante en talles reales y especiales. ¡No te quedes sin la tuya, stock limitado!",,SI,,,,
musculosa-fibrana-tipo-animal-print-art7456,,,Talle,12,,,,,"19,500.00",,0.25,1,1,1,0,123456774563,,,,,,,,,,,,,
musculosa-morley-evase-verde-art7455,Musculosa morley evase verde ART7455,Remeras y Musculosas,Talle,8,,,,,"28,500.00",,0.25,1,1,1,0,123456774552,,SI,NO,,,Musculosa Morley Evase Verde - Talles Grandes y Chic,"Disfruta de la musculosa morley evase verde, ideal en talles reales y especiales. ¡Compra la elegancia y comodidad que mereces ahora!",,SI,,,,
musculosa-morley-evase-verde-art7455,,,Talle,10,,,,,"28,500.00",,0.25,1,1,1,0,123456774553,,,,,,,,,,,,,
musculosa-morley-evase-verde-art7455,,,Talle,12,,,,,"28,500.00",,0.25,1,1,1,0,123456774554,,,,,,,,,,,,,
musculosa-morley-evase-gris-art7454,Musculosa morley evase gris ART7454,Remeras y Musculosas,Talle,8,,,,,"28,500.00",,0.25,1,1,1,0,123456774542,,SI,NO,,,Musculosa Morley Evase Gris - Talles Reales y Chic,Explora la musculosa morley evase gris en talles reales y especiales. Comodidad y estilo se unen en esta prenda esencial. ¡Compra ahora y destaca tu look!,,SI,,,,
musculosa-morley-evase-gris-art7454,,,Talle,10,,,,,"28,500.00",,0.25,1,1,1,1,123456774543,,,,,,,,,,,,,
musculosa-morley-evase-gris-art7454,,,Talle,12,,,,,"28,500.00",,0.25,1,1,1,0,123456774544,,,,,,,,,,,,,
musculosa-morley-evase-blanca-art7453,Musculosa morley evase blanca ART7453,Remeras y Musculosas,Talle,8,,,,,"28,500.00",,0.25,1,1,1,0,123456774532,,SI,NO,,,,,,SI,,,,
musculosa-morley-evase-blanca-art7453,,,Talle,10,,,,,"28,500.00",,0.25,1,1,1,0,123456774533,,,,,,,,,,,,,
musculosa-morley-evase-blanca-art7453,,,Talle,12,,,,,"28,500.00",,0.25,1,1,1,0,123456774534,,,,,,,,,,,,,
musculosa-morley-evase-negra-art7452,Musculosa morley evase negra ART7452,Remeras y Musculosas,Talle,8,,,,,"28,500.00",,0.25,1,1,1,0,,,NO,NO,,,Musculosa Morley Evase Negra - Talles Reales y Especiales,"Disfruta de la musculosa morley evase negra, disponible en talles grandes y reales. Comodidad y estilo para todas. ¡Compra la tuya ya!",,SI,,,,
musculosa-morley-evase-negra-art7452,,,Talle,10,,,,,"28,500.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
musculosa-morley-evase-negra-art7452,,,Talle,12,,,,,"28,500.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
solera-escote-redondo-art7451,solera escote redondo ART7451,Vestidos y Monitos,,,,,,,"56,000.00",,0.25,1,1,1,0,123456774512,,NO,NO,,,,,,SI,,,,
solera-escote-v-artesanal-art7450,Solera escote V artesanal ART7450,Vestidos y Monitos,,,,,,,"56,000.00",,0.25,1,1,1,0,123456774502,,NO,NO,,,,,,SI,,,,
vestido-fibrana-blanco-y-negro-art7449,Vestido fibrana blanco y negro ART7449,Vestidos y Monitos,Talle,10,,,,,"28,500.00",,0.25,1,1,1,1,123456774492,,SI,NO,,,Vestido Fibrana Blanco y Negro - Talles Especiales y Elegantes,"Explora el vestido Fibrana Blanco y Negro, disponible en talles reales y especiales. Confección suave y ligera, perfecto para cualquier ocasión. ¡Compra ya!",,SI,,,,
vestido-fibrana-blanco-y-negro-art7449,,,Talle,12,,,,,"28,500.00",,0.25,1,1,1,0,123456774492,,,,,,,,,,,,,
vestido-fibrana-verde-art7448,Vestido Fibrana verde ART7448,Vestidos y Monitos,Talle,10,,,,,"28,500.00",,0.25,1,1,1,0,123456774482,,NO,NO,,,Vestido Fibrana Verde ART7448 - Talles Especiales y Elegante,"Descubre el Vestido Fibrana Verde ART7448, disponible en talles reales y especiales. Con un diseño elegante, ¡hazlo tuyo y destaca en cualquier ocasión!",,SI,,,,
vestido-fibrana-verde-art7448,,,Talle,12,,,,,"28,500.00",,0.25,1,1,1,0,123456774482,,,,,,,,,,,,,
bermuda-animal-blanco-y-negro-art7447,Bermuda animal blanco y negro ART7447,Pantalones y Calzas,Talle,10,,,,,"19,500.00",,0.25,1,1,1,0,123456774372,,NO,NO,,,Bermuda Animal Blanco y Negro - Talles Especiales y Comodidad,"Explora la Bermuda Animal Blanco y Negro, disponible en talles reales 10, 12 y 14. ¡Perfecta para un look moderno y atrevido, compra ya!",,SI,,,,
bermuda-animal-blanco-y-negro-art7447,,,Talle,12,,,,,"19,500.00",,0.25,1,1,1,0,123456774373,,,,,,,,,,,,,
bermuda-animal-blanco-y-negro-art7447,,,Talle,14,,,,,"19,500.00",,0.25,1,1,1,0,123456774374,,,,,,,,,,,,,
vestido-artesanal-hombro-bordado-art-7446,Vestido Artesanal hombro bordado ART 7446,Vestidos y Monitos,,,,,,,"60,000.00",,0.25,1,1,1,0,,,NO,NO,,,Vestido Artesanal Bordado ART 7446 - Talles Grandes,"Descubre el Vestido Artesanal ART 7446, pintado y bordado a mano, ideal para talles grandes. ¡Haz tu compra ahora y resalta tu estilo único!",Laura Natale Moda,SI,,,,
vestido-artesanal-hojas-art-7445,Vestido Artesanal hojas ART 7445,Vestidos y Monitos,,,,,,,"60,000.00",,0.25,1,1,1,0,,,NO,NO,,,Vestido Artesanal Hojas ART 7445 - Talle Único y Elegante,"Descubre el Vestido Artesanal Hojas ART 7445, pintado y bordado a mano. Ideal para talles grandes, perfecto para cualquier ocasión. ¡Compra ahora y destaca tu estilo único!",Laura Natale Moda,SI,,,,
blusa-lino-floreada-blanca-y-azul-noche-art7444,Blusa lino floreada blanca y azul noche ART7444,Blusas y Tunicas,Talle,12,,,,,"25,500.00",,0.25,1,1,1,0,123456774312,,NO,NO,,,Blusa Lino Floreada Blanca y Azul Noche Talles Grandes ART7444,"Descubre la Blusa Lino ART7444, fresca y elegante, ideal para talles grandes. Disponible en varias tallas. ¡Compra ahora y resalta tu estilo!",,SI,,,,
blusa-lino-floreada-blanca-y-azul-noche-art7444,,,Talle,14,,,,,"25,500.00",,0.25,1,1,1,0,123456774313,,,,,,,,,,,,,
blusa-lino-marron-art7443,Blusa lino marron ART7443,Blusas y Tunicas,Talle,12,,,,,"25,500.00",,0.25,1,1,1,0,123456774312,,NO,NO,,,Blusa de Lino Marrón Evase ART7443 - Estilo y Frescura,"Descubre la Blusa Evase Lino marrón, perfecta para cualquier ocasión. ¡Elige tu talla y luce elegante y fresca! Stock limitado, ¡compra ahora!",,SI,,,,
blusa-lino-marron-art7443,,,Talle,14,,,,,"25,500.00",,0.25,1,1,1,0,123456774313,,,,,,,,,,,,,
blusa-lino-floreada-celeste-art7442,Blusa lino floreada celeste ART7442,Blusas y Tunicas,Talle,12,,,,,"25,500.00",,0.25,1,1,1,0,123456774312,,NO,NO,,,Blusa Lino Floreada Celeste ART7442 - Talles Grandes y Estilo,"Descubre la Blusa Lino Floreada Celeste ART7442, ideal para talles grandes. Confort y elegancia para cualquier ocasión. ¡Compra la tuya antes de que se agote!",,SI,,,,
blusa-lino-floreada-celeste-art7442,,,Talle,14,,,,,"25,500.00",,0.25,1,1,1,0,123456774313,,,,,,,,,,,,,
blusa-ponchito-bicolor-tachas-art7441,Blusa ponchito bicolor tachas ART7441,Blusas y Tunicas,,,,,,,"30,000.00",,0.25,1,1,1,0,123456774412,,NO,NO,,,,,,SI,,,,
pantalon-simil-jean-celeste-claro-art7440,Pantalon simil jean celeste claro ART7440,Pantalones y Calzas,Talle,10,,,,,"38,000.00",,0.25,1,1,1,0,123456774402,,SI,NO,,,Pantalón Simil Jean Celeste Claro ART7440 - Talles Grandes y Estilo,El Pantalón Simil Jean ART7440 combina comodidad y estilo en talles grandes. Perfecto para cualquier ocasión. ¡Adquiere el tuyo y luce increíble!,,SI,,,,
pantalon-simil-jean-celeste-claro-art7440,,,Talle,12,,,,,"38,000.00",,0.25,1,1,1,0,123456774403,,,,,,,,,,,,,
pantalon-simil-jean-celeste-claro-art7440,,,Talle,14,,,,,"38,000.00",,0.25,1,1,1,0,123456774404,,,,,,,,,,,,,
remeron-modal-crep-negra-aplique-en-el-hombro-art7438,Remeron modal crep negra aplique en el hombro ART7438,Remeras y Musculosas,,,,,,,"28,000.00",,0.25,1,1,1,0,123456774392,,SI,NO,,,Remeron Modal Crep Negro para Talles Grandes ART7438,"El remerón modal crep negro es perfecto para talles grandes y reales. Su diseño cómodo se adapta a talles desde el 10 al 14. ¡Luce increíble, compra ya!",,SI,,,,
bermuda-camuflada-art7437,Bermuda camuflada ART7437,Pantalones y Calzas,Talle,10,,,,,"19,500.00","10,000.00",0.25,1,1,1,2,123456774372,,SI,NO,,,Bermuda Camuflada ART7437 - Estilo y Talles Grandes,"Explora la Bermuda Camuflada ART7437, ligera y resistente. Disponible en talles grandes. ¡Elige tu talle y luce un look moderno y atrevido en cualquier aventura!",,SI,,,,
bermuda-camuflada-art7437,,,Talle,12,,,,,"19,500.00",,0.25,1,1,1,0,123456774373,,,,,,,,,,,,,
bermuda-camuflada-art7437,,,Talle,14,,,,,"19,500.00",,0.25,1,1,1,0,123456774374,,,,,,,,,,,,,
bermuda-verde-rayas-art7436,Bermuda verde Rayas ART7436,Pantalones y Calzas,Talle,10,,,,,"19,500.00",,0.25,1,1,1,0,,,NO,NO,,,Bermuda Verde Rayas ART7436 - Talles Grandes y Elegancia,"Descubre la Bermuda Verde Rayas ART7436, en talles grandes para un ajuste perfecto. ¡Haz tu pedido ahora y destaca con estilo y comodidad en tus días soleados!",,SI,,,,
bermuda-verde-rayas-art7436,,,Talle,12,,,,,"19,500.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
bermuda-verde-rayas-art7436,,,Talle,14,,,,,"19,500.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
bermuda-negra-rayada-art7435,Bermuda negra Rayada ART7435,Pantalones y Calzas,Talle,10,,,,,"19,500.00",,0.25,1,1,1,0,123456774352,,NO,NO,,,,,,SI,,,,
bermuda-negra-rayada-art7435,,,Talle,12,,,,,"19,500.00",,0.25,1,1,1,0,123456774353,,,,,,,,,,,,,
bermuda-negra-rayada-art7435,,,Talle,14,,,,,"19,500.00",,0.25,1,1,1,0,123456774354,,,,,,,,,,,,,
musculosa-evase-fibrana-beige-art7434,Musculosa evase fibrana beige ART7434,Remeras y Musculosas,Talle,10,,,,,"19,500.00",,0.25,1,1,1,0,123456774292,,NO,NO,,,Musculosa Evase Fibrana Beige Talles Grandes y Floral,"Descubre nuestra Musculosa Evase Fibrana Beige en talles grandes, fresca y elegante. Perfecta para días calurosos. ¡Compra ahora y actualiza tu estilo!",,SI,,,,
musculosa-evase-fibrana-beige-art7434,,,Talle,12,,,,,"19,500.00",,0.25,1,1,1,0,123456774293,,,,,,,,,,,,,
musculosa-evase-fibrana-verde-art7433,Musculosa evase fibrana verde ART7433,Remeras y Musculosas,Talle,10,,,,,"19,500.00",,0.25,1,1,1,0,123456774292,,SI,NO,,,,,,SI,,,,
musculosa-evase-fibrana-verde-art7433,,,Talle,12,,,,,"19,500.00",,0.25,1,1,1,1,123456774293,,,,,,,,,,,,,
musculosa-evase-fibrana-roja-art7432,Musculosa evase fibrana roja ART7432,Remeras y Musculosas,Talle,10,,,,,"19,500.00",,0.25,1,1,1,0,123456774292,,NO,NO,,,Musculosa Evase Fibrana Roja - Talles Especiales y Comodidad,"Explora la Musculosa Evase Fibrana Roja, perfecta para el calor. Disponible en talles reales y especiales, con diseño floral que realza tu elegancia. ¡Compra ahora!",,SI,,,,
musculosa-evase-fibrana-roja-art7432,,,Talle,12,,,,,"19,500.00",,0.25,1,1,1,0,123456774293,,,,,,,,,,,,,
blusa-lino-floreada-negro-art7431,Blusa lino floreada negro ART7431,Blusas y Tunicas,Talle,12,,,,,"25,500.00",,0.25,1,1,1,0,123456774312,,NO,NO,,,Blusa Lino Floreada Negra ART7431 - Talles Especiales Disponibles,"Disfruta de la Blusa Lino Floreada ART7431, fresca y elegante. Con talles reales y especiales, ¡encuentra tu fit ideal antes de que se agoten!",,SI,,,,
blusa-lino-floreada-negro-art7431,,,Talle,14,,,,,"25,500.00",,0.25,1,1,1,0,123456774313,,,,,,,,,,,,,
blusa-lino-floreada-beige-art7430,Blusa lino Floreada beige ART7430,Blusas y Tunicas,Talle,12,,,,,"25,500.00",,0.25,1,1,1,0,123456774302,,NO,NO,,,,,,SI,,,,
blusa-lino-floreada-beige-art7430,,,Talle,14,,,,,"25,500.00",,0.25,1,1,1,0,123456774303,,,,,,,,,,,,,
musculosa-evase-fibrana-negro-con-flores-art7429,Musculosa evase fibrana negro con flores ART7429,Remeras y Musculosas,Talle,10,,,,,"19,500.00",,0.25,1,1,1,0,123456774292,,NO,NO,,,,,,SI,,,,
